Time,RAName,Participant#,Experiment#,Age,Height,Weight,Gender,Heels,Hand,Position,Detected,MeasuredHeight,HeightDifference(%),HeightDifference(UnityUnits),CorrectCount,StepSize(%),StepSize(UnityUnits),Other
6/30/2017 4:53:29 PM,,,,,,,Male,Never,,Standing,True,1.652868,1,1.652868,1,0.05,0.08264341,
6/30/2017 4:54:02 PM,,,,,,,Male,Never,,Standing,False,1.652868,-0.95,-1.570225,1,0.05,0.08264341,
6/30/2017 4:54:26 PM,,,,,,,Male,Never,,Standing,True,1.652868,0.9,1.487581,2,0.05,0.08264341,
6/30/2017 4:54:42 PM,,,,,,,Male,Never,,Standing,True,1.652868,-0.85,-1.404938,3,0.05,0.08264341,
6/30/2017 4:55:18 PM,,,,,,,Male,Never,,Standing,True,1.652868,0.8,1.322295,4,0.05,0.08264341,
6/30/2017 4:55:36 PM,,,,,,,Male,Never,,Standing,True,1.652868,-0.7499999,-1.239651,5,0.05,0.08264341,
6/30/2017 4:57:23 PM,,,,,,,Male,Never,,Standing,True,1.652868,0.6999999,1.157008,6,0.05,0.08264341,
7/3/2017 3:47:54 PM,,,,,,,Male,Never,,Standing,True,1.878901,-0.7,-1.31523,1,0.05,0.09394503,
7/3/2017 3:49:08 PM,,,,,,,Male,Never,,Standing,True,1.878901,0.65,1.221285,2,0.05,0.09394503,
7/3/2017 3:49:25 PM,,,,,,,Male,Never,,Standing,True,1.878901,-0.6,-1.12734,3,0.05,0.09394503,
7/3/2017 3:49:44 PM,,,,,,,Male,Never,,Standing,True,1.878901,0.55,1.033395,4,0.05,0.09394503,
7/3/2017 3:49:51 PM,,,,,,,Male,Never,,Standing,True,1.878901,-0.4999999,-0.9394501,5,0.05,0.09394503,
7/3/2017 3:50:01 PM,,,,,,,Male,Never,,Standing,True,1.878901,0.4499999,0.8455051,6,0.05,0.09394503,
7/3/2017 3:50:18 PM,,,,,,,Male,Never,,Standing,True,1.878901,-0.3999999,-0.75156,7,0.05,0.09394503,
7/3/2017 3:54:00 PM,,,,,,,Male,Never,,Standing,True,1.324461,-0.67,-0.8873889,1,0.05,0.06622305,
7/3/2017 3:54:28 PM,,,,,,,Male,Never,,Standing,True,1.324461,0.62,0.8211658,2,0.05,0.06622305,
7/3/2017 3:54:35 PM,,,,,,,Male,Never,,Standing,True,1.324461,-0.57,-0.7549428,3,0.05,0.06622305,
7/3/2017 3:54:59 PM,,,,,,,Male,Never,,Standing,True,1.324461,0.52,0.6887197,4,0.05,0.06622305,
7/3/2017 3:55:13 PM,,,,,,,Male,Never,,Standing,False,1.324461,-0.47,-0.6224966,4,0.05,0.06622305,
7/3/2017 3:55:25 PM,,,,,,,Male,Never,,Standing,True,1.324461,0.42,0.5562736,5,0.05,0.06622305,
7/3/2017 3:55:57 PM,,,,,,,Male,Never,,Standing,True,1.324461,-0.3699999,-0.4900505,6,0.05,0.06622305,
7/3/2017 3:56:41 PM,,,,,,,Male,Never,,Standing,True,1.324461,0.3199999,0.4238274,7,0.05,0.06622305,
7/3/2017 3:57:01 PM,,,,,,,Male,Never,,Standing,True,1.324461,-0.2699999,-0.3576044,8,0.05,0.06622305,
7/12/2017 3:08:27 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,0.67,0.9139531,1,0.05,0.06820545,
7/12/2017 3:08:33 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,-0.62,-0.8457476,2,0.05,0.06820545,
7/12/2017 3:08:38 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,0.57,0.7775421,3,0.05,0.06820545,
7/12/2017 3:08:44 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,-0.52,-0.7093367,4,0.05,0.06820545,
7/12/2017 3:08:50 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,0.47,0.6411312,5,0.05,0.06820545,
7/12/2017 3:08:55 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,-0.42,-0.5729257,6,0.05,0.06820545,
7/12/2017 3:09:02 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,0.3699999,0.5047203,7,0.05,0.06820545,
7/12/2017 3:09:14 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,-0.3199999,-0.4365148,8,0.05,0.06820545,
7/12/2017 3:09:20 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,0.2699999,0.3683093,9,0.05,0.06820545,
7/12/2017 3:09:26 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,-0.2199999,-0.3001039,10,0.05,0.06820545,
7/12/2017 3:09:30 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,0.402,0.5483719,1,0.03,0.04092327,
7/12/2017 3:09:36 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,-0.372,-0.5074486,2,0.03,0.04092327,
7/12/2017 3:09:42 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,0.342,0.4665253,3,0.03,0.04092327,
7/12/2017 3:09:48 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,-0.312,-0.4256021,4,0.03,0.04092327,
7/12/2017 3:09:53 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,0.282,0.3846788,5,0.03,0.04092327,
7/12/2017 3:10:02 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,-0.252,-0.3437555,6,0.03,0.04092327,
7/12/2017 3:10:07 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,0.222,0.3028322,7,0.03,0.04092327,
7/12/2017 3:10:12 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,-0.192,-0.261909,8,0.03,0.04092327,
7/12/2017 3:10:24 PM,test,,,,,,Male,Never,,Sitting,False,1.364109,0.162,0.2209857,8,0.03,0.04092327,
7/12/2017 3:10:39 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,-0.132,-0.1800624,9,0.03,0.04092327,
7/12/2017 3:10:46 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,0.2412,0.3290232,1,0.018,0.02455396,
7/12/2017 3:10:52 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,-0.2232,-0.3044692,2,0.018,0.02455396,
7/12/2017 3:10:59 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,0.2052,0.2799152,3,0.018,0.02455396,
7/12/2017 3:11:07 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,-0.1872,-0.2553612,4,0.018,0.02455396,
7/12/2017 3:11:12 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,0.1692,0.2308073,5,0.018,0.02455396,
7/12/2017 3:11:23 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,-0.1512,-0.2062533,6,0.018,0.02455396,
7/12/2017 3:11:34 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,0.1332,0.1816993,7,0.018,0.02455396,
7/12/2017 3:11:39 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,-0.1152,-0.1571454,8,0.018,0.02455396,
7/12/2017 3:11:44 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,0.09719999,0.1325914,9,0.018,0.02455396,
7/12/2017 3:11:53 PM,test,,,,,,Male,Never,,Sitting,False,1.364109,-0.07919999,-0.1080374,9,0.018,0.02455396,
7/12/2017 3:12:04 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,0.14472,0.1974139,1,0.0108,0.01473238,
7/12/2017 3:12:10 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,-0.13392,-0.1826815,2,0.0108,0.01473238,
7/12/2017 3:12:23 PM,test,,,,,,Male,Never,,Sitting,False,1.364109,0.12312,0.1679491,2,0.0108,0.01473238,
7/12/2017 3:12:30 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,-0.11232,-0.1532167,3,0.0108,0.01473238,
7/12/2017 3:12:36 PM,test,,,,,,Male,Never,,Sitting,False,1.364109,0.10152,0.1384844,3,0.0108,0.01473238,
7/12/2017 3:12:42 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,-0.09072,-0.123752,4,0.0108,0.01473238,
7/12/2017 3:12:56 PM,test,,,,,,Male,Never,,Sitting,False,1.364109,0.07991999,0.1090196,4,0.0108,0.01473238,
7/12/2017 3:13:10 PM,test,,,,,,Male,Never,,Sitting,False,1.364109,-0.06911999,-0.0942872,4,0.0108,0.01473238,
7/12/2017 3:13:25 PM,test,,,,,,Male,Never,,Sitting,False,1.364109,0.05831999,0.07955483,4,0.0108,0.01473238,
7/12/2017 3:13:40 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,-0.04751999,-0.06482245,5,0.0108,0.01473238,
7/12/2017 3:13:53 PM,test,,,,,,Male,Never,,Sitting,False,1.364109,0.14472,0.1974139,0,0.0108,0.01473238,
7/12/2017 3:14:00 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,-0.13392,-0.1826815,1,0.0108,0.01473238,
7/12/2017 3:14:06 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,0.12312,0.1679491,2,0.0108,0.01473238,
7/12/2017 3:14:11 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,-0.11232,-0.1532167,3,0.0108,0.01473238,
7/12/2017 3:14:18 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,0.10152,0.1384844,4,0.0108,0.01473238,
7/12/2017 3:14:23 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,-0.09072,-0.123752,5,0.0108,0.01473238,
7/12/2017 3:14:38 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,0.07991999,0.1090196,6,0.0108,0.01473238,
7/12/2017 3:14:44 PM,test,,,,,,Male,Never,,Sitting,False,1.364109,-0.06911999,-0.0942872,6,0.0108,0.01473238,
7/12/2017 3:14:53 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,0.05831999,0.07955483,7,0.0108,0.01473238,
7/12/2017 3:15:06 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,-0.04751999,-0.06482245,8,0.0108,0.01473238,
7/12/2017 3:15:13 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,0.08683202,0.1184483,1,0.006480001,0.008839427,
7/12/2017 3:15:19 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,-0.08035202,-0.1096089,2,0.006480001,0.008839427,
7/12/2017 3:15:27 PM,test,,,,,,Male,Never,,Sitting,False,1.364109,0.07387201,0.1007695,2,0.006480001,0.008839427,
7/12/2017 3:15:34 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,-0.06739201,-0.09193005,3,0.006480001,0.008839427,
7/12/2017 3:15:51 PM,test,,,,,,Male,Never,,Sitting,True,1.364109,0.06091201,0.08309063,4,0.006480001,0.008839427,
10/17/2017 10:43:40 AM,test,test,1,21,70,,Female,Rarely,R,Standing,True,1.541492,0.67,1.0328,1,0.05,0.07707462,
10/17/2017 10:44:19 AM,test,test,1,21,70,,Female,Rarely,R,Standing,False,1.541492,-0.62,-0.9557253,1,0.05,0.07707462,
10/17/2017 10:44:37 AM,test,test,1,21,70,,Female,Rarely,R,Standing,False,1.541492,0.57,0.8786507,1,0.05,0.07707462,
10/17/2017 10:45:09 AM,test,test,1,21,70,,Female,Rarely,R,Standing,False,1.541492,-0.52,-0.8015761,1,0.05,0.07707462,
10/17/2017 10:45:17 AM,test,test,1,21,70,,Female,Rarely,R,Standing,False,1.541492,0.47,0.7245014,1,0.05,0.07707462,
10/17/2017 10:46:16 AM,test,test,1,21,70,,Female,Rarely,R,Standing,False,1.541492,-0.42,-0.6474268,1,0.05,0.07707462,
10/17/2017 10:46:31 AM,test,test,1,21,70,,Female,Rarely,R,Standing,False,1.541492,0.3699999,0.5703521,1,0.05,0.07707462,
10/17/2017 10:56:04 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,-0.67,-0.8959944,0,0.05,0.06686526,
10/17/2017 10:56:32 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,0.62,0.8291292,0,0.05,0.06686526,
10/17/2017 10:57:04 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,-0.57,-0.7622639,0,0.05,0.06686526,
10/17/2017 10:57:24 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,0.52,0.6953986,0,0.05,0.06686526,
10/17/2017 10:57:35 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,-0.47,-0.6285334,0,0.05,0.06686526,
10/17/2017 10:57:47 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,0.42,0.5616681,0,0.05,0.06686526,
10/17/2017 10:58:12 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,-0.3699999,-0.4948028,0,0.05,0.06686526,
10/17/2017 10:58:19 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,0.3199999,0.4279375,0,0.05,0.06686526,
10/17/2017 11:00:08 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,-0.2699999,-0.3610723,0,0.05,0.06686526,
10/17/2017 11:00:26 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,0.2199999,0.294207,0,0.05,0.06686526,
10/17/2017 11:00:37 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,-0.67,-0.8959944,0,0.05,0.06686526,
10/17/2017 11:00:50 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,0.62,0.8291292,0,0.05,0.06686526,
10/17/2017 11:01:03 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,-0.57,-0.7622639,0,0.05,0.06686526,
10/17/2017 11:01:11 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,0.52,0.6953986,0,0.05,0.06686526,
10/17/2017 11:01:18 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,-0.47,-0.6285334,0,0.05,0.06686526,
10/17/2017 11:01:28 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,0.42,0.5616681,0,0.05,0.06686526,
10/17/2017 11:01:35 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,-0.3699999,-0.4948028,0,0.05,0.06686526,
10/17/2017 11:01:41 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,0.3199999,0.4279375,0,0.05,0.06686526,
10/17/2017 11:01:46 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,-0.2699999,-0.3610723,0,0.05,0.06686526,
10/17/2017 11:01:59 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,0.2199999,0.294207,0,0.05,0.06686526,
10/17/2017 11:02:07 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,-0.67,-0.8959944,0,0.05,0.06686526,
10/17/2017 11:02:12 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,0.62,0.8291292,0,0.05,0.06686526,
10/17/2017 11:02:19 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,-0.57,-0.7622639,0,0.05,0.06686526,
10/17/2017 11:02:29 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,0.52,0.6953986,0,0.05,0.06686526,
10/17/2017 11:02:35 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,-0.47,-0.6285334,0,0.05,0.06686526,
10/17/2017 11:02:41 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,0.42,0.5616681,0,0.05,0.06686526,
10/17/2017 11:02:49 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,-0.3699999,-0.4948028,0,0.05,0.06686526,
10/17/2017 11:02:54 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,0.3199999,0.4279375,0,0.05,0.06686526,
10/17/2017 11:03:01 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,-0.2699999,-0.3610723,0,0.05,0.06686526,
10/17/2017 11:03:07 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,0.2199999,0.294207,0,0.05,0.06686526,
10/17/2017 11:03:12 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,-0.67,-0.8959944,0,0.05,0.06686526,
10/17/2017 11:03:17 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,0.62,0.8291292,0,0.05,0.06686526,
10/17/2017 11:03:24 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,-0.57,-0.7622639,0,0.05,0.06686526,
10/17/2017 11:03:31 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,0.52,0.6953986,0,0.05,0.06686526,
10/17/2017 11:03:38 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,-0.47,-0.6285334,0,0.05,0.06686526,
10/17/2017 11:03:44 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,0.42,0.5616681,0,0.05,0.06686526,
10/17/2017 11:03:56 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,-0.3699999,-0.4948028,0,0.05,0.06686526,
10/17/2017 11:04:05 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,0.3199999,0.4279375,0,0.05,0.06686526,
10/17/2017 11:04:11 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,-0.2699999,-0.3610723,0,0.05,0.06686526,
10/17/2017 11:04:16 AM,test,test,1,test,test,,Female,Never,R,Sitting,False,1.337305,0.2199999,0.294207,0,0.05,0.06686526,
10/19/2017 10:38:45 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,False,0.2027092,0.67,0.1358152,0,0.05,0.01013546,
10/19/2017 10:39:41 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,True,0.2027092,-0.62,-0.1256797,1,0.05,0.01013546,
10/19/2017 10:39:54 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,True,0.2027092,0.57,0.1155442,2,0.05,0.01013546,
10/19/2017 10:40:19 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,False,0.2027092,-0.52,-0.1054088,2,0.05,0.01013546,
10/19/2017 10:40:51 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,True,0.2027092,0.47,0.09527332,3,0.05,0.01013546,
10/19/2017 10:41:33 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,False,0.2027092,-0.42,-0.08513785,3,0.05,0.01013546,
10/19/2017 10:42:20 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,False,0.2027092,0.3699999,0.07500239,3,0.05,0.01013546,
10/19/2017 10:42:48 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,False,0.2027092,-0.3199999,-0.06486693,3,0.05,0.01013546,
10/19/2017 10:43:06 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,True,0.2027092,0.2699999,0.05473147,4,0.05,0.01013546,
10/19/2017 10:43:30 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,False,0.2027092,-0.2199999,-0.04459601,4,0.05,0.01013546,
10/19/2017 10:43:47 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,False,0.2027092,0.67,0.1358152,0,0.05,0.01013546,
10/19/2017 10:44:07 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,False,0.2027092,-0.62,-0.1256797,0,0.05,0.01013546,
10/19/2017 10:44:25 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,True,0.2027092,0.57,0.1155442,1,0.05,0.01013546,
10/19/2017 10:44:38 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,True,0.2027092,-0.52,-0.1054088,2,0.05,0.01013546,
10/19/2017 10:44:58 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,True,0.2027092,0.47,0.09527332,3,0.05,0.01013546,
10/19/2017 10:45:15 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,True,0.2027092,-0.42,-0.08513785,4,0.05,0.01013546,
10/19/2017 10:45:32 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,True,0.2027092,0.3699999,0.07500239,5,0.05,0.01013546,
10/19/2017 10:45:52 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,False,0.2027092,-0.3199999,-0.06486693,5,0.05,0.01013546,
10/19/2017 10:46:04 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,True,0.2027092,0.2699999,0.05473147,6,0.05,0.01013546,
10/19/2017 10:46:15 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,False,0.2027092,-0.2199999,-0.04459601,6,0.05,0.01013546,
10/19/2017 10:46:24 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,True,0.2027092,0.67,0.1358152,1,0.05,0.01013546,
10/19/2017 10:46:35 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,True,0.2027092,-0.62,-0.1256797,2,0.05,0.01013546,
10/19/2017 10:46:52 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,True,0.2027092,0.57,0.1155442,3,0.05,0.01013546,
10/19/2017 10:47:04 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,False,0.2027092,-0.52,-0.1054088,3,0.05,0.01013546,
10/19/2017 10:47:15 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,True,0.2027092,0.47,0.09527332,4,0.05,0.01013546,
10/19/2017 10:47:26 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,True,0.2027092,-0.42,-0.08513785,5,0.05,0.01013546,
10/19/2017 10:47:40 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,False,0.2027092,0.3699999,0.07500239,5,0.05,0.01013546,
10/19/2017 10:47:54 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,False,0.2027092,-0.3199999,-0.06486693,5,0.05,0.01013546,
10/19/2017 10:48:09 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,False,0.2027092,0.2699999,0.05473147,5,0.05,0.01013546,
10/19/2017 10:48:22 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,False,0.2027092,-0.2199999,-0.04459601,5,0.05,0.01013546,
10/19/2017 10:48:31 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,True,0.2027092,0.67,0.1358152,1,0.05,0.01013546,
10/19/2017 10:48:41 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,False,0.2027092,-0.62,-0.1256797,1,0.05,0.01013546,
10/19/2017 10:48:48 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,True,0.2027092,0.57,0.1155442,2,0.05,0.01013546,
10/19/2017 10:49:01 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,True,0.2027092,-0.52,-0.1054088,3,0.05,0.01013546,
10/19/2017 10:49:15 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,True,0.2027092,0.47,0.09527332,4,0.05,0.01013546,
10/19/2017 10:49:26 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,False,0.2027092,-0.42,-0.08513785,4,0.05,0.01013546,
10/19/2017 10:49:36 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,True,0.2027092,0.3699999,0.07500239,5,0.05,0.01013546,
10/19/2017 10:49:44 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,False,0.2027092,-0.3199999,-0.06486693,5,0.05,0.01013546,
10/19/2017 10:49:57 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,True,0.2027092,0.2699999,0.05473147,6,0.05,0.01013546,
10/19/2017 10:50:11 AM,Jordan,1,1,18,62,,Female,Sometimes,R,Sitting,False,0.2027092,-0.2199999,-0.04459601,6,0.05,0.01013546,
10/19/2017 12:52:13 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,0.67,1.072511,1,0.05,0.08003817,
10/19/2017 12:52:20 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,-0.62,-0.9924732,2,0.05,0.08003817,
10/19/2017 12:52:28 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,0.57,0.9124351,3,0.05,0.08003817,
10/19/2017 12:52:35 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,-0.52,-0.8323969,4,0.05,0.08003817,
10/19/2017 12:52:43 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,0.47,0.7523587,5,0.05,0.08003817,
10/19/2017 12:52:57 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,-0.42,-0.6723205,6,0.05,0.08003817,
10/19/2017 12:53:50 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,0.3699999,0.5922824,7,0.05,0.08003817,
10/19/2017 12:53:55 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,-0.3199999,-0.5122442,8,0.05,0.08003817,
10/19/2017 12:54:00 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,0.2699999,0.432206,9,0.05,0.08003817,
10/19/2017 12:54:07 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,-0.2199999,-0.3521678,10,0.05,0.08003817,
10/19/2017 12:54:12 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,0.402,0.6435069,1,0.03,0.0480229,
10/19/2017 12:54:18 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,-0.372,-0.595484,2,0.03,0.0480229,
10/19/2017 12:54:27 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,0.342,0.5474611,3,0.03,0.0480229,
10/19/2017 12:54:33 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,-0.312,-0.4994382,4,0.03,0.0480229,
10/19/2017 12:56:14 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,0.282,0.4514153,5,0.03,0.0480229,
10/19/2017 12:56:26 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,-0.252,-0.4033924,6,0.03,0.0480229,
10/19/2017 12:56:36 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,0.222,0.3553695,7,0.03,0.0480229,
10/19/2017 12:56:45 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,-0.192,-0.3073466,8,0.03,0.0480229,
10/19/2017 12:56:53 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,0.162,0.2593237,9,0.03,0.0480229,
10/19/2017 12:57:02 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,-0.132,-0.2113008,10,0.03,0.0480229,
10/19/2017 12:57:13 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,0.2412,0.3861042,1,0.018,0.02881374,
10/19/2017 12:57:24 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,-0.2232,-0.3572904,2,0.018,0.02881374,
10/19/2017 12:57:33 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,0.2052,0.3284767,3,0.018,0.02881374,
10/19/2017 12:57:42 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,-0.1872,-0.2996629,4,0.018,0.02881374,
10/19/2017 12:57:54 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,0.1692,0.2708492,5,0.018,0.02881374,
10/19/2017 12:58:04 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,-0.1512,-0.2420354,6,0.018,0.02881374,
10/19/2017 12:58:16 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,0.1332,0.2132217,7,0.018,0.02881374,
10/19/2017 12:58:29 PM,test,test,1,25,68,,Male,Never,R,Sitting,False,1.600763,-0.1152,-0.1844079,7,0.018,0.02881374,
10/19/2017 12:58:41 PM,test,test,1,25,68,,Male,Never,R,Sitting,True,1.600763,0.09719999,0.1555942,8,0.018,0.02881374,
10/19/2017 1:00:43 PM,,,,,,,Male,Never,,Standing,True,1.226797,-0.67,-0.8219541,1,0.05,0.06133986,
